id;pedido_id;producto_id;cantidad;precio_unitario
717;9403;3645.0;2;206083.49
718;3158;620.0;5;103945,45
719;9024;9300.0;5;343869.69
720;9494;8312.0;2;68299.37
721;9458;3612.0;4;203114.21
722;1538;6033.0;3;209907.17
723;2755;8760.0;2;304817.73
724;7218;9001.0;2;98255.74
616;2140;50.0;5;198540.73
725;9884;3207.0;1;326773.73
726;2262;7284.0;2;95743.94
727;771;5207.0;1;320004.02
728;126;5234.0;1;173099.97
729;4614;8526.0;3;48897.9
730;765;718.0;5;81374.86
731;4500;9681.0;2;224195.94
732;4101;5786.0;4;270549.7
733;1482;3121.0;5;139803.84
734;2268;804.0;4;159017.18
735;6581;6732.0;3;24996.41
736;6314;601.0;4;191015.27
737;4215;9384.0;5;185613.32
738;8050;3901.0;3;248463.11
109;6890;7349.0;2;127651.2
739;3628;1469.0;1;303744.32
740;9645;5345.0;2;251278.24
741;5487;3028.0;3;26267.74
742;5148;1092.0;1;217582.13
743;4627;8152.0;2;319668.81
744;4140;5479.0;5;330577.87
745;5668;85.0;1;139522.06
209;5064;8323.0;4;152238.32
603;3894;3988.0;3;73245.67
746;8918;8318.0;5;301732.68
747;4700;5689.0;3;231744.26
748;6323;5568.0;2;149537.46
749;4013;7168.0;3;305800.63
702;6401;5529.0;4;264449.53
263;774;7619.0;4;150901,86
750;7570;2390.0;4;230475.18
751;516;3328.0;2;305298,91
752;3889;6709.0;3;144135.94
753;9;9322.0;1;83000.7
204;5773;9001.0;2;97627.96
754;863;8752.0;5;330675.0
141;2164;9473.0;1;194287,06
755;8027;1076.0;4;236385.36
756;3710;3713.0;3;56903.8
757;1674;7608.0;5;316343.66
758;7788;6503.0;2;93356.14
759;7276;3951.0;5;289021.78
760;8323;1007.0;2;232556,32
761;4099;2916.0;2;38635.59
762;5731;1271.0;3;300926.56
763;1623;8309.0;3;152042.59
764;8085;5602.0;5;111587.38
765;959;9197.0;4;58636.17
766;2916;619.0;3;267477.05
661;3359;4798.0;4;58401.41
767;8595;9190.0;5;53328.74
768;5928;7530.0;1;252390.38
769;6716;3612.0;3;199360.1
770;9325;613.0;4;239149.95
771;5268;9569.0;4;309270.26
772;6356;4873.0;2;273046.72
773;7276;9150.0;4;128005,87
774;7483;3502.0;3;172632.54
775;9123;6503.0;1;91800.05
776;8073;3151.0;1;97789.54
777;2785;5534.0;5;144663.47
778;8189;7134.0;1;356326.65
779;9493;5986.0;1;37805.36
780;2435;1271.0;4;332722.39
709;9116;4217.0;3;345426.92
781;5395;6454.0;3;259318,09
782;3831;4618.0;5;293067.14
783;3025;7021.0;4;194471.65
784;2855;8701.0;3;246258.66
305;8952;1352.0;1;179478.31
785;6628;6366.0;4;118489.38
786;4475;8296.0;3;123922.13
787;8595;3015.0;5;186932.19
94;6160;6249.0;5;154709.16
788;9382;5874.0;1;151572.7
789;8808;2134.0;5;290507.72
790;6188;4311.0;2;127377.71
791;6136;6444.0;4;254848.71
792;1535;4703.0;4;98937.96
793;4809;8203.0;1;185719.39
794;1213;5621.0;1;299547.41
795;8530;1073.0;1;237717.68
796;7208;7505.0;1;36594.7
797;3271;1771.0;5;101583.52
798;181;5485.0;3;286462.31
799;8651;3229.0;1;48183.49
800;7063;6275.0;2;79166.5
381;5226;1610.0;2;89629.81
801;6776;8429.0;2;58040.85
802;5352;854.0;1;313085.04
672;843;1348.0;4;196363.52
803;5195;8720.0;1;19517.17
804;6104;3233.0;1;45798.59
805;3213;2978.0;2;102530.36
806;136;4498.0;3;209225.26
807;5494;8565.0;3;21808.65
808;2497;3054.0;3;138324,34
809;9018;9368.0;3;28953.7
810;8919;9813.0;3;193027.01
811;4502;6074.0;3;157993.26
812;9916;9372.0;1;221072.59
813;7759;200.0;4;131475.64
814;586;5168.0;4;287664.54
815;9648;3947.0;3;40255.09
816;5997;200.0;3;130246.53
817;6152;2134.0;2;294091.89
818;9527;2281.0;4;101054,87
819;8918;2510.0;3;224121.43
820;1616;1118.0;4;256551.56
808;847;6132.0;5;203513.95
821;9833;5873.0;4;96170.15
822;516;7195.0;5;264969.24
823;763;7042.0;5;28143.19
824;972;2687.0;3;45065.38
825;550;7021.0;2;211171.84
826;126;7119.0;1;164410,87
827;8877;8758.0;3;41087.4
828;8510;9465.0;4;78795.19
27;9779;6252.0;5;163793.93
500;3451;4257.0;5;131149.82
829;1844;7349.0;2;153673.61
830;883;2113.0;3;106893.82
831;864;8864.0;4;310645.08
832;6088;2195.0;1;51100.32
833;2370;8951.0;2;227005.88
834;1740;6177.0;3;219078.2
835;7285;7108.0;2;15303,35
836;6777;9521.0;3;226552.92
837;9435;6257.0;3;308245.06
838;424;6558.0;3;164852.62
839;8000;1896.0;5;43167.26
840;6544;6091.0;5;287301.5
841;9547;6236.0;2;158067.62
610;2904;9903.0;5;154427.47
842;2862;1444.0;5;276964.74
297;9493;3071.0;2;277265.65
843;9059;380.0;3;325351.97
650;726;3464.0;1;264839.64
844;8466;8694.0;2;360718.08
845;592;6877.0;4;110316.15
142;8358;50.0;5;222550,79
846;4700;7988.0;4;40282.59
847;268;4837.0;1;79501.05
848;7643;1851.0;1;198452.67
849;4797;6179.0;1;265972,31
850;1674;3207.0;5;309130.6
851;9090;954.0;1;193913.81
703;5226;2398.0;2;107604.95
852;7732;6236.0;3;160802.11
853;322;5814.0;3;67055.93
854;7449;9008.0;3;112383.41
855;6007;9255.0;2;129954.72
501;2377;8033.0;1;207695.96
856;698;9387.0;3;143909.35
857;7540;8711.0;4;79905.91
858;5132;6344.0;4;346943,97
859;8638;9377.0;3;31034.64
371;6083;769.0;1;326878.75
860;4475;7103.0;4;214845,83
861;7631;4842.0;4;207445.05
862;8790;4688.0;2;279764.8
438;2932;7597.0;2;158797.27
863;7954;6506.0;1;49585.74
864;5165;4670.0;4;148768.48
865;9309;3947.0;3;47932.02
866;490;6082.0;1;247804.44
867;9793;1444.0;3;293826.65
868;4613;619.0;3;236943.36
869;1855;1312.0;5;234900.96
870;8228;4421.0;1;258205.83
871;8786;5873.0;3;94642.63
872;4371;1513.0;2;142697.66
873;2708;7422.0;5;153029.01
874;8253;18.0;3;172473.72
875;943;184.0;4;63279,82
876;8757;6432.0;1;142777.88
877;1602;7249.0;3;17352.23
878;7276;8977.0;1;330039.67
879;9249;1772.0;1;298227.17
880;9429;510.0;1;292198,92
881;6768;888.0;5;32284.03
47;9018;8022.0;3;58574,45
882;470;8786.0;1;315989.4
883;4582;7608.0;4;296256.42
881;6708;4844.0;2;309969.9
400;3533;3988.0;3;70599.97
884;5268;8701.0;5;207647.76
885;943;1634.0;5;18578.48
886;7269;7714.0;2;272750.02
434;4377;8382.0;5;105974.79
887;6044;2634.0;1;356787.89
888;3386;9521.0;4;263141.02
889;2936;6408.0;1;157920.06
890;5445;7434.0;2;50562.59
455;4940;750.0;3;363573.47
891;5997;7278.0;5;43770.05
892;515;7979.0;2;16275.09
163;5576;9223.0;5;187832.7
893;4735;1896.0;4;45550.79
894;2018;9588.0;4;32858.78
479;3731;7310.0;3;152006.49
10;2910;409.0;5;183429.27
895;7285;762.0;3;292866.1
896;4141;257.0;5;197038.57
897;771;6091.0;5;244892.82
898;7370;7021.0;4;198159.54
899;6776;5168.0;5;287144.85
900;2826;9648.0;5;18662.48
901;5195;1513.0;5;150341.96
902;3731;8681.0;4;95446,54
903;2909;1114.0;1;155865.78
904;384;6844.0;3;54406.74
905;2455;5176.0;5;136256,84
669;9693;8486.0;4;139748.81
906;9906;7969.0;2;368506.35
907;6832;8907.0;1;127421.71
908;8482;9521.0;1;234400.77
909;7898;2978.0;2;111739.24
910;5209;619.0;3;283810.79
911;1534;3864.0;3;279657.08
912;1862;3520.0;3;117637.27
913;5207;9229.0;4;205873.1
914;3724;8803.0;2;204770.73
915;7028;1844.0;3;51079.35
916;6726;1568.0;1;216708.4
917;7690;7602.0;5;249260.84
918;6100;8932.0;3;245095.41
919;3013;7597.0;2;174816.7
920;4215;822.0;2;180143.58
921;7235;8309.0;2;165081.16
922;9689;954.0;2;212246.24
923;5874;9306.0;3;296440.24
924;6491;7087.0;1;136248.33
925;6309;2466.0;5;283252.17
926;8064;6567.0;1;96563.63
927;4682;4281.0;3;160473.57
422;3060;9616.0;5;121876.3
899;365;1405.0;5;171263.91
389;6543;7551.0;1;171425.15
928;22;184.0;5;60023.1
929;2910;520.0;2;160754.93
7;3380;7797.0;3;56660,98
930;7675;5114.0;5;328856.79
931;3451;6835.0;2;182383.91
932;2733;9013.0;1;367075.61
933;6118;8023.0;4;67142,97
934;5528;3028.0;2;22458.18
935;8721;8382.0;5;119625.62
936;6086;2869.0;2;348656.02
937;9285;7372.0;4;125654.06
938;996;6877.0;2;121704.49
939;6609;6238.0;3;63083.32
940;4237;1797.0;2;242047.52
288;943;6519.0;5;250560.19
941;9867;8760.0;2;296884.08
942;5997;8758.0;3;46888.63
943;6779;6082.0;4;276328.94
944;9224;3164.0;2;24012.68
945;5086;5350.0;5;248848.79
946;9906;4521.0;2;133469.3
678;1751;2805.0;1;80708.03
947;1872;7899.0;4;220043.18
948;7219;4727.0;3;84386.65
949;2899;5969.0;1;325245.01
504;9825;4257.0;1;137515.42
950;768;3886.0;1;189789.23
951;236;4068.0;5;315095.3
952;8315;8126.0;2;265974.83
953;737;9932.0;1;256221.56
171;208;6813.0;2;371024.1
954;8189;2050.0;1;21562.11
955;3464;1613.0;4;37808.55
956;2218;917.0;2;316066.74
957;6842;6591.0;4;88138.26
958;9059;1925.0;1;167316.06
959;1480;2763.0;2;109775.16
960;3120;5238.0;2;307524.53
961;9973;2880.0;1;279698.68
962;8918;1073.0;1;223802.21
499;2480;9540.0;3;195661.54
61;5268;2980.0;5;89695.52
963;7744;7815.0;1;356898.7
964;7166;8932.0;3;242204.62
965;4500;1772.0;2;324997.48
966;654;2435.0;4;106718.23
967;9833;3997.0;5;213589.64
968;8292;8476.0;1;337744.87
969;5128;9372.0;1;198354.81
970;6716;2201.0;1;326423.43
971;4604;5150.0;1;29455.28
972;5923;6209.0;1;123226.49
137;7329;2978.0;3;111642.12
973;8127;3642.0;4;81588.64
974;9122;7061.0;3;79837.55
975;1154;4456.0;3;41993.78
976;5928;7310.0;4;138538.81
225;7603;7028.0;3;69523.57
977;5454;1271.0;2;308404.19
163;2176;7619.0;3;151476.28
978;8135;1469.0;1;301405.24
979;8458;3028.0;1;22540.51
980;2663;9377.0;3;34248.98
981;2780;8565.0;4;24579.22
982;6446;151.0;4;127684,61
983;2370;8681.0;1;84166.27
796;3603;9736.0;5;134899.69
984;7030;4610.0;5;205871.48
985;5858;409.0;4;181042,2
986;6013;9036.0;2;228656.43
987;9483;1610.0;2;80378.31
288;9164;8949.0;5;245530.32
988;9052;4256.0;3;57856.84
989;6165;2689.0;1;143135.34
990;7410;4409.0;5;190089.65
991;600;6884.0;4;266898.44
992;8381;5547.0;2;240661.22
27;9507;7103.0;5;214983.22
993;3999;3894.0;3;55717.29
994;5472;1469.0;2;318007.37
995;5064;6100.0;1;284722.5
777;7780;8781.0;5;35589.38
996;6576;9252.0;4;204655.03
997;2894;4255.0;4;353169.13
998;3025;5086.0;3;157854.12
999;4614;6082.0;1;259339.35
1000;1688;6292.0;5;163598.8
1001;5086;5414.0;5;184964.89
678;4655;7943.0;5;37843.99
1002;9435;2132.0;1;231861.53
1003;1098;4798.0;3;60256.51
11;5064;1790.0;5;39494.26
1004;7704;4837.0;3;86157,4
1005;3096;2042.0;1;238459.99
509;6200;9681.0;3;232007.54
1006;9309;8949.0;3;243305,99
1007;7690;9008.0;2;103556,8
1008;4998;9680.0;3;225726,86
61;6983;5426.0;1;102252.48
1009;7031;1311.0;3;271939.31
1010;9973;4255.0;3;304739.6
1011;1773;6267.0;3;123754.73
947;2066;5374.0;1;67638.88
590;8487;3207.0;3;347551.03
1012;7898;4723.0;1;304853.79
1013;7659;8838.0;3;199346.82
47;2489;1630.0;5;37252.09
6;4124;6543.0;3;136109.2
1014;584;9276.0;3;254955.11
1015;1051;769.0;2;328634.9
1016;7329;7988.0;5;39799.24
1017;7684;6984.0;5;112252.75
1018;1602;380.0;2;338467,17
1019;2435;5524.0;4;217979.02
1020;4920;8807.0;4;254289.74
1021;2015;6835.0;3;181047.75
1022;5906;5658.0;5;329114.69
1023;6027;8476.0;2;290073.35
1024;7396;1313.0;5;189231.83
1025;4377;8382.0;1;115283.35
1026;470;7475.0;2;144643.57
1027;7133;1417.0;5;306855.21
283;9536;613.0;1;217876.07
1028;4593;9781.0;2;316002.56
1029;1541;6469.0;5;242215.32
556;9174;5899.0;1;156946.94
1030;448;7278.0;4;44621.33
1031;2300;5658.0;1;360124.63
1032;4019;747.0;4;138919.68
978;1100;8526.0;4;50633.82
817;4613;3872.0;2;256989,59
1033;3758;6719.0;4;93053.72
10;1594;6768.0;4;244633.73
1034;9588;6189.0;2;169365.26
1035;7276;7994.0;1;251219.31
1036;4627;3947.0;4;46097.47
1037;1528;2466.0;5;271772.54
1038;5110;9569.0;2;332374.51
1039;1098;4748.0;1;63580.23
1040;9295;6030.0;3;287993.78
1041;3590;9578.0;2;268623.63
1042;9689;5120.0;1;295648.23
1043;2403;3054.0;5;161861,26
1044;4758;1927.0;2;316028.28
1045;6615;4873.0;4;328105.85
1046;7219;646.0;2;255188.73
1047;8651;1405.0;4;180599,4
881;5423;8949.0;3;218963.87
1048;4703;3207.0;2;318371.53
929;3810;9511.0;2;100947.41
1049;4514;7119.0;1;161327.36
303;9720;257.0;4;198969.71
1050;1087;6250.0;4;311260.55
1051;8028;1195.0;5;197134.43
1052;3603;4946.0;5;107728.42
1053;7780;2672.0;5;87594,68
1054;9022;184.0;1;72021.45
1055;9625;4841.0;1;340455.91
1056;4500;2104.0;2;133686.26
615;9073;3207.0;4;311792.65
1057;9035;8190.0;3;219182.94
822;6323;9138.0;2;80437.51
1058;930;4800.0;5;269022,58
1059;8065;6490.0;3;282166.46
1060;2218;9001.0;4;109418.73
1061;8994;4352.0;2;144342.33
1062;6882;8332.0;2;20508.2
1063;6890;3739.0;4;265823.97
1064;3894;5689.0;2;230003.96
1065;8027;5120.0;3;271556,97
418;8141;1301.0;5;56938.87
1066;847;1571.0;4;263558.46
1067;6013;7961.0;3;133879,52
154;3155;4335.0;3;160723,72
1068;2415;2907.0;4;307884.05
1069;9022;3735.0;3;125734,89
1070;5365;8781.0;5;41490.64
1071;9351;9481.0;3;29385.9
1072;847;3003.0;3;201826.28
1073;3647;6100.0;2;274482.58
1074;5923;5421.0;4;56486.0
1075;2415;401.0;4;88466.95
452;4992;5238.0;1;299875,92
1076;1199;5450.0;1;130804.81
1077;8913;8486.0;3;137621.22
1078;9588;4513.0;2;68468.88
1079;7603;1513.0;3;162244.02
897;7255;1495.0;1;144617.62
1080;4008;3311.0;5;330018.72
1081;4475;1189.0;5;272707.8
1082;5352;613.0;3;253314.24
1083;1773;1886.0;2;32132.04
1084;8338;3803.0;2;191546.8
1085;9295;236.0;4;225034.99
1086;9435;8955.0;2;80882.91
1087;7285;4409.0;4;187894.97
1088;6612;1048.0;1;256457.1
1089;4148;2420.0;3;50787.64
1090;8028;8190.0;5;213605.5
1091;179;8398.0;4;70681.86
1092;6044;9190.0;5;53236.89
1093;3060;6866.0;5;247502,95
496;7022;2474.0;1;35063.15
1094;7690;1071.0;1;289669.84
1095;2862;521.0;3;47717.05
1096;5170;750.0;5;348931.17
1097;2826;5422.0;3;34806.78
1098;9263;6402.0;2;128874.38
391;2780;4873.0;1;303759,95
1099;3234;4151.0;3;175213.5
1100;8237;4798.0;3;64360.8
1101;4797;7249.0;1;16421.88
1102;2862;6454.0;4;270521.35
1103;8315;2984.0;3;308184.38
1104;8715;9588.0;4;31057.31
1105;1602;8694.0;1;329866.18
1106;5152;5207.0;4;346961.16
1107;2361;6382.0;2;210933.66
1108;7818;7602.0;4;235140.97
1109;5672;747.0;5;115994,19
1110;7077;2872.0;5;175818.11
1111;5883;7434.0;2;56018.31
1112;8238;5658.0;5;364752.59
1113;8078;4056.0;1;330633.6
